Name,Image source,Rating,Genres,Release year
Girls & Panzer,https://cdn.myanimelist.net/images/anime/9/40969.jpg,7.53,"['Action', 'CGDCT', 'Military', 'School']",2012
Giant Killing,https://cdn.myanimelist.net/images/anime/13/30191.jpg,7.53,"['Drama', 'Sports', 'Team Sports']",2010
Kanojo ga Koushaku-tei ni Itta Riyuu,https://cdn.myanimelist.net/images/anime/1109/130452.jpg,7.53,"['Fantasy', 'Romance', 'Isekai', 'Reincarnation']",2023
Shounen Onmyouji,https://cdn.myanimelist.net/images/anime/1865/106109.jpg,7.53,"['Action', 'Fantasy', 'Historical', 'Mythology']",2006
Tonari no Seki-kun,https://cdn.myanimelist.net/images/anime/9/55489.jpg,7.53,"['Comedy', 'School']",2014
Black Jack 21,https://cdn.myanimelist.net/images/anime/1300/133792.jpg,7.53,"['Action', 'Drama', 'Medical']",2006
One Punch Man 2nd Season,https://cdn.myanimelist.net/images/anime/1247/122044.jpg,7.53,"['Action', 'Comedy', 'Adult Cast', 'Parody', 'Super Power']",2019
Patapata Hikousen no Bouken,https://cdn.myanimelist.net/images/anime/1340/110804.jpg,7.53,"['Adventure', 'Sci-Fi']",2002
The Big O,https://cdn.myanimelist.net/images/anime/1220/142476.jpg,7.53,"['Action', 'Mystery', 'Sci-Fi', 'Adult Cast', 'Mecha', 'Psychological']",1999
Nobunaga Concerto,https://cdn.myanimelist.net/images/anime/6/64519.jpg,7.52,"['Comedy', 'Romance', 'Historical', 'Time Travel']",2014
Hello! Lady Lynn,https://cdn.myanimelist.net/images/anime/4/16819.jpg,7.52,['Drama'],1988
Utawarerumono: Futari no Hakuoro,https://cdn.myanimelist.net/images/anime/1516/123280.jpg,7.52,"['Action', 'Drama', 'Fantasy']",2022
Demi-chan wa Kataritai,https://cdn.myanimelist.net/images/anime/8/83417.jpg,7.52,"['Comedy', 'Fantasy', 'Mythology', 'School', 'Urban Fantasy', 'Vampire']",2017
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,https://cdn.myanimelist.net/images/anime/1350/133642.jpg,7.52,"['Comedy', 'Romance', 'Love Status Quo', 'School']",2023
Isshuukan Friends.,https://cdn.myanimelist.net/images/anime/6/61891.jpg,7.52,"['Drama', 'School']",2014
Kimagure Orange☆Road,https://cdn.myanimelist.net/images/anime/1960/142715.jpg,7.52,"['Comedy', 'Drama', 'Romance', 'School', 'Super Power']",1987
R.O.D: The TV,https://cdn.myanimelist.net/images/anime/3/73350.jpg,7.52,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Super Power']",2003
Toaru Majutsu no Index II,https://cdn.myanimelist.net/images/anime/9/75612.jpg,7.52,"['Action', 'Fantasy', 'Sci-Fi', 'Super Power', 'Urban Fantasy']",2010
Net-juu no Susume,https://cdn.myanimelist.net/images/anime/3/87463.jpg,7.52,"['Comedy', 'Romance', 'Adult Cast', 'Video Game']",2017
Poputepipikku 2nd Season,https://cdn.myanimelist.net/images/anime/1237/128067.jpg,7.52,"['Comedy', 'Gag Humor', 'Parody']",2022
Hataraku Saibou Black,https://cdn.myanimelist.net/images/anime/1837/110799.jpg,7.52,"['Action', 'Drama', 'Anthropomorphic', 'Educational', 'Medical']",2021
Kemono Friends,https://cdn.myanimelist.net/images/anime/2/83518.jpg,7.51,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy', 'Anthropomorphic', 'Iyashikei']",2017
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,https://cdn.myanimelist.net/images/anime/1579/113812.jpg,7.51,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Video Game']",2020
Toriko,https://cdn.myanimelist.net/images/anime/1757/100671.jpg,7.51,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']",2011
Boukyaku Battery (TV),https://cdn.myanimelist.net/images/anime/1372/142242.jpg,7.51,"['Comedy', 'Sports', 'School', 'Team Sports']",2024
Tsubasa Chronicle,https://cdn.myanimelist.net/images/anime/9/6555.jpg,7.51,"['Action', 'Adventure', 'Fantasy', 'Romance']",2005
Golgo 13 (TV),https://cdn.myanimelist.net/images/anime/9/25423.jpg,7.51,"['Action', 'Adventure', 'Drama', 'Suspense', 'Adult Cast']",2008
Mitsudomoe,https://cdn.myanimelist.net/images/anime/12/53947.jpg,7.51,"['Comedy', 'Gag Humor', 'School']",2010
Shoubushi Densetsu Tetsuya,https://cdn.myanimelist.net/images/anime/1165/145095.jpg,7.51,"['Historical', 'Strategy Game']",2000
Shiroi Suna no Aquatope,https://cdn.myanimelist.net/images/anime/1932/114952.jpg,7.51,"['Drama', 'Workplace']",2021
Irozuku Sekai no Ashita kara,https://cdn.myanimelist.net/images/anime/1424/93855.jpg,7.51,"['Drama', 'Fantasy', 'Romance', 'Love Polygon', 'School', 'Time Travel', 'Urban Fantasy', 'Visual Arts']",2018
Fugou Keiji: Balance:Unlimited,https://cdn.myanimelist.net/images/anime/1066/106556.jpg,7.51,"['Mystery', 'Adult Cast', 'Detective']",2020
Fushigi no Umi no Nadia,https://cdn.myanimelist.net/images/anime/1750/118570.jpg,7.51,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Historical']",1990
Persona 4 the Animation,https://cdn.myanimelist.net/images/anime/4/29107.jpg,7.51,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural', 'School', 'Super Power']",2011
Over Drive,https://cdn.myanimelist.net/images/anime/3/89534.jpg,7.51,"['Sports', 'Racing']",2007
PriPara,https://cdn.myanimelist.net/images/anime/2/75258.jpg,7.51,"['Slice of Life', 'Idols (Female)', 'Music', 'School']",2014
Tensei shitara Ken deshita,https://cdn.myanimelist.net/images/anime/1191/127909.jpg,7.51,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Reincarnation']",2022
Hayate no Gotoku!,https://cdn.myanimelist.net/images/anime/7/73932.jpg,7.51,"['Action', 'Comedy', 'Romance', 'Harem', 'Parody']",2007
